title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix,is_franchise_final,theme,yt_has_content,yt_top10_total_views,yt_top10_avg_views,yt_video_count,years_since_premiere,log_votes_per_year,genre_animation,genre_family,genre_comedy,genre_adventure,genre_action,on_streaming,netflix_pop_filled,log_yt_views,title_has_high_animal,title_has_hero_keyword,title_word_count,title_has_character,country_grouped_Australia,country_grouped_Brazil,country_grouped_Canada,country_grouped_Coproduction,country_grouped_France,country_grouped_Germany,country_grouped_Other,country_grouped_South Korea,country_grouped_Spain,country_grouped_United Kingdom,country_grouped_United States,technique_grouped_CGI,technique_grouped_Flash,technique_grouped_Flash/Traditional,technique_grouped_Other,technique_grouped_Stop Motion,technique_grouped_Stop-motion,technique_grouped_Toon Boom Harmony,technique_grouped_Traditional,technique_grouped_Traditional/Flash,era_Golden Age (85-96),era_Modern (97-09),era_Streaming Era (2010+),dash_prob
Glitch Techs,19,United States,2020.0,,2.0,Netflix,Flash,2023.0,3.0,glitch techs,tt7697062,tvSeries,Glitch Techs,Glitch Techs,0.0,2020.0,2020.0,25.0,"Action,Adventure,Animation",7.7,2167.0,0.0,0.7974683544303797,0.03125,0.0031115159236403,0.3307027207530619,1,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,20.672,8.1,138.0,1 Seasons,1,0,,1,31977907,3197790,10,4.0,1.9203900906398843,1,0,0,1,1,1,20.672,17.280555847345443,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.26793998
Lazor Wulf,20,United States,2019.0,2021.0,2.0,Adult Swim,"Traditional (2019), Flash (2020)",2021.0,2.0,lazor wulf,tt10133864,tvSeries,Lazor Wulf,Lazor Wulf,0.0,2019.0,2021.0,12.0,"Animation,Comedy,Fantasy",5.4,303.0,0.0,0.5063291139240507,0.03125,0.0004251492345872,0.213575432878267,0,0.0,,,0.0,,0,0.5063291139240507,0.0,0.0,0.1012658227848101,0,0.0,,,,0,0,,1,6651642,665164,10,5.0,1.1434055402812444,1,0,1,0,0,0,0.0,15.71037444978502,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.20411685
Leo the Wildlife Ranger,126,Singapore,2015.0,2021.0,2.0,,CGI,2021.0,6.0,leo the wildlife ranger,tt5375224,tvSeries,Leo the Wildlife Ranger,Leo the Wildlife Ranger,0.0,2015.0,,22.0,Animation,8.3,49.0,0.0,0.8734177215189872,0.03125,5.908853768839877e-05,0.360319360742017,1,0.0,,,0.0,,0,0.8734177215189872,0.0,0.0,0.1746835443037974,1,0.0,,,,0,0,superhero,1,2900795706,290079570,10,9.0,0.43466922282534953,1,0,0,0,0,0,0.0,21.788250918027195,0,1,4,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.02685583
Tracey McBean,29,Australia,2002.0,2005.0,2.0,Discovery Kids,Traditional,2005.0,3.0,tracey mcbean,tt0305128,tvSeries,Tracey McBean,Tracey McBean,0.0,2001.0,2011.0,11.0,"Animation,Family,Sci-Fi",6.6,222.0,1.0,0.6582278481012657,0.03125,0.0003084133430565,0.2743057425762704,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,1180645,118064,10,22.0,0.24578053506636904,1,1,0,0,0,0,0.0,13.98157230426871,0,0,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.012784752
Tommy & Oscar,52,Italian,2000.0,2002.0,2.0,Rai 1,Traditional,2002.0,2.0,tommy & oscar,tt1018851,tvSeries,Tommy & Oscar,Tommy & Oscar,0.0,1999.0,2002.0,23.0,"Animation,Comedy,Family",6.6,116.0,1.0,0.6582278481012657,0.03125,0.0001556478553743,0.2742675512043498,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,3655719,365571,10,24.0,0.19842391394990652,1,1,1,0,0,0,0.0,15.111803622190026,0,0,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.065213434
Axe Cop,22,United States,2013.0,2015.0,2.0,"Fox, FXX",Traditional,2015.0,2.0,axe cop,tt2497834,tvSeries,Axe Cop,Axe Cop,0.0,2012.0,2015.0,15.0,"Action,Adventure,Animation",7.3,2390.0,1.0,0.7468354430379746,0.03125,0.0034328999213113,0.3105299021955177,0,0.0,,,0.0,,0,0.7468354430379746,0.0,0.0,0.1493670886075949,0,30.081,7.2,42.0,1 Seasons,1,0,,1,15121187,1512118,10,11.0,0.7072242697689386,1,0,0,1,1,1,30.081,16.53160749705766,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.040179573
The Mighty B!,40,United States,2008.0,2011.0,2.0,"Nickelodeon, Nicktoons",Traditional,2011.0,3.0,the mighty b!,tt0917551,tvSeries,The Mighty B!,The Mighty B!,0.0,2008.0,2011.0,24.0,"Animation,Comedy,Family",5.3,2931.0,0.0,0.4936708860759493,0.03125,0.004212580382029,0.2094589995258869,0,0.0,,,0.0,,0,0.4936708860759493,0.0,0.0,0.0987341772151898,0,0.0,,,,0,0,,1,608518769,60851876,10,16.0,0.4989650039379089,1,1,1,0,0,0,0.0,20.226538316259585,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.09976772
The Mighty Ones,20,United States,2020.0,2021.0,2.0,"Hulu, Peacock",Flash,2021.0,1.0,the mighty ones,tt11714946,tvSeries,The Mighty Ones,The Mighty Ones,0.0,2020.0,2022.0,22.0,"Animation,Comedy,Family",6.6,209.0,0.0,0.6582278481012657,0.03125,0.0002896779530577,0.2743010587287707,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,37.266,7.4,13.0,1 Seasons,1,0,,1,51820134,5182013,10,4.0,1.3367768826793671,1,1,1,0,0,1,37.266,17.763289338266592,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.047418624
Golan the Insatiable,12,United States,2013.0,2015.0,2.0,Fox,Flash,2015.0,2.0,golan the insatiable,tt3038384,tvSeries,Golan the Insatiable,Golan the Insatiable,0.0,2013.0,2015.0,15.0,"Animation,Comedy,Fantasy",6.8,1076.0,0.0,0.6835443037974682,0.03125,0.0015391843475904,0.2847400176058849,0,0.0,,,0.0,,0,0.6835443037974682,0.0,0.0,0.1367088607594936,0,0.0,,,,0,0,,1,1018422,101842,10,11.0,0.6347213342869444,1,0,1,0,0,0,0.0,13.8337659104165,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.025720285
Goof Troop,78,United States,1992.0,1993.0,2.0,"The Disney Channel (1992), Syndication (season 1), ABC (season 2)",Traditional,1993.0,1.0,goof troop,tt0103428,tvSeries,Goof Troop,Goof Troop,0.0,1992.0,1993.0,22.0,"Adventure,Animation,Comedy",6.8,10018.0,0.0,0.6835443037974682,0.03125,0.0144262502990456,0.2879617840937487,0,0.0,,,0.0,,0,0.6835443037974682,0.0,0.0,0.1367088607594936,0,0.0,,,,0,0,,1,39655608,3965560,10,32.0,0.28788245528935197,1,0,1,1,0,0,0.0,17.49574295883971,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.7471352
Zoboomafoo,65,United States,1999.0,2001.0,2.0,PBS Kids,"Traditional, Stop Motion, Live-Action",2001.0,2.0,zoboomafoo,tt0190211,tvSeries,Zoboomafoo,Zoboomafoo,0.0,1999.0,2001.0,29.0,"Animation,Comedy,Family",7.6,4241.0,0.0,0.7848101265822783,0.03125,0.0061005312203656,0.3263866834380027,1,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,0.0,,,,0,0,,1,68815503,6881550,10,25.0,0.33411160540498513,1,1,1,0,0,0,0.0,18.046939626353545,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.0026533157
Gravity Falls,40,United States,2012.0,2016.0,2.0,"Disney Channel (Season 1), Disney XD (Season 2)",Traditional,2016.0,4.0,gravity falls,tt1865718,tvSeries,Gravity Falls,Gravity Falls,0.0,2012.0,2016.0,23.0,"Adventure,Animation,Comedy",8.9,177994.0,0.0,0.9493670886075948,0.03125,0.2565105480245693,0.4548119724491802,1,4.0,4.6,0.0,100.0,True,1,0.9493670886075948,0.0020597322348094,0.0,0.1910062704506641,1,176.588,8.6,3078.0,1 Seasons,1,1,,1,479927412,47992741,10,12.0,1.0074592282493378,1,0,1,1,0,1,176.588,19.989145427514206,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9793326
Green Eggs and Ham,23,United States,2019.0,,2.0,Netflix,Traditional,2023.0,4.0,green eggs and ham,tt4651448,tvSeries,Green Eggs and Ham,Green Eggs and Ham,0.0,2019.0,2022.0,26.0,"Adventure,Animation,Comedy",8.1,3641.0,0.0,0.8481012658227846,0.03125,0.0052358209127305,0.3514869615572965,1,2.0,4.6,40.0,0.0,True,1,0.8481012658227846,0.0,0.0003461644973691,0.1697067942888992,1,61.421,8.008,62.0,1 Seasons,1,0,,1,271299499,27129949,10,5.0,1.6400576520575108,1,0,1,1,0,1,61.421,19.418733934649207,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.07247784
Gummibär & Friends: The Gummy Bear Show,73,Germany,2016.0,,2.0,YouTube,CGI,2023.0,7.0,gummibär & friends: the gummy bear show,tt5964700,tvSeries,Gummibär & Friends: The Gummy Bear Show,Gummibär & Friends: The Gummy Bear Show,0.0,2016.0,,8.0,"Adventure,Animation,Comedy",2.4,140.0,0.0,0.1265822784810126,0.03125,0.0001902362676797,0.0616179704593249,0,0.0,,,0.0,,0,0.1265822784810126,0.0,0.0,0.0253164556962025,0,0.0,,,,0,0,bear,1,6894413520,689441352,10,8.0,0.618594986297271,1,0,1,1,0,0,0.0,22.653977285980805,1,0,7,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.010602729
H2O: Mermaid Adventures,26,Coproduction,2015.0,2015.0,2.0,Netflix,Traditional,2015.0,0.0,h2o: mermaid adventures,tt4610750,tvSeries,H2O: Mermaid Adventures,H2O: Mermaid Adventures,0.0,2015.0,2015.0,25.0,"Adventure,Animation,Comedy",5.3,341.0,0.0,0.4936708860759493,0.03125,0.0004799142207374,0.2085258329855641,0,0.0,,,0.0,,0,0.4936708860759493,0.0,0.0,0.0987341772151898,0,0.0,,,,0,0,,1,56156473,5615647,10,9.0,0.6483123041180672,1,0,1,1,0,0,0.0,17.84365253081049,0,0,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.19984816
Kit and Kate,104,Coproduction,2014.0,2019.0,2.0,Karusel,Flash,2019.0,5.0,kit and kate,tt6768866,tvSeries,Kit and Kate,Kit ^n^ Kate,0.0,2014.0,2025.0,5.0,"Adventure,Animation,Comedy",7.4,54.0,0.0,0.7594936708860759,0.03125,6.629445691869129e-05,0.31475154196866,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,541510683,54151068,10,10.0,0.4007333185232471,1,0,1,1,0,0,0.0,20.109873354589258,0,0,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.016224686
Kong: The Animated Series,40,Coproduction,2000.0,2001.0,2.0,Syndication,Traditional,2001.0,1.0,kong: the animated series,tt0285377,tvSeries,Kong: The Animated Series,Kong: The Animated Series,0.0,2000.0,2001.0,30.0,"Action,Adventure,Animation",5.7,342.0,0.0,0.5443037974683544,0.03125,0.0004813554045835,0.2287793578384876,0,0.0,,,0.0,,0,0.5443037974683544,0.0,0.0,0.1088607594936709,0,0.0,,,,0,0,,1,397061638,39706163,10,24.0,0.24323876863191415,1,0,0,1,1,0,0.0,19.79960208856431,0,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.11484231
Krypto the Superdog,39,United States,2005.0,2006.0,2.0,Cartoon Network,Traditional,2006.0,1.0,krypto the superdog,tt0437018,tvSeries,Krypto the Superdog,Krypto the Superdog,0.0,2005.0,2006.0,30.0,"Action,Adventure,Animation",5.7,1537.0,0.0,0.5443037974683544,0.03125,0.0022035701006234,0.2292099115124976,0,0.0,,,0.0,,0,0.5443037974683544,0.0,0.0,0.1088607594936709,0,0.0,,,,0,0,,1,127819108,12781910,10,19.0,0.38622306052976785,1,0,0,1,1,0,0.0,18.666126611422012,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.11996542
The New Batman Adventures,24,United States,1997.0,1999.0,2.0,Kids' WB,Traditional,1999.0,2.0,the new batman adventures,tt0118266,tvSeries,The New Batman Adventures,The New Batman Adventures,0.0,1997.0,1999.0,30.0,"Action,Adventure,Animation",8.4,21168.0,0.0,0.8860759493670886,0.03125,0.0304954501825979,0.3729917422924849,1,0.0,,,0.0,,0,0.8860759493670886,0.0,0.0,0.1772151898734177,1,0.0,,,,0,0,,1,248713806,24871380,10,27.0,0.3688997454206511,1,0,0,1,1,0,0.0,19.33181342391941,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.1682809
The Legend of Prince Valiant,65,United States,1991.0,1994.0,2.0,The Family Channel,Traditional,1994.0,3.0,the legend of prince valiant,tt0101171,tvSeries,The Legend of Prince Valiant,The Legend of Prince Valiant,0.0,1991.0,1993.0,22.0,"Adventure,Animation,Drama",7.4,874.0,0.0,0.7594936708860759,0.03125,0.0012480652106866,0.315046984657102,0,15.0,4.25,0.0,1600.0,True,1,0.7594936708860759,0.0329557157569515,0.0,0.1700243778435385,1,0.0,,,,0,1,,1,2689196,268919,10,33.0,0.20527951170780648,1,0,0,1,0,0,0.0,14.804753194002991,0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.9045998
The Legends of Treasure Island,26,United Kingdom,1993.0,1995.0,2.0,CITV,Traditional,1995.0,2.0,the legends of treasure island,tt0341973,tvSeries,The Legends of Treasure Island,The Legends of Treasure Island,0.0,1993.0,1995.0,25.0,"Adventure,Animation,Family",7.7,220.0,0.0,0.7974683544303797,0.03125,0.0003055309753644,0.3300012245159929,1,1.0,4.7,0.0,0.0,True,1,0.7974683544303797,0.0,0.0,0.1594936708860759,1,0.0,,,,0,0,,1,4478368,447836,10,31.0,0.17413428069412104,1,1,0,1,0,0,0.0,15.314769475604328,0,0,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.11158573
The Looney Tunes Show,52,United States,2011.0,2014.0,2.0,Cartoon Network,Traditional (CGI for shorts),2014.0,3.0,the looney tunes show,tt1726839,tvSeries,The Looney Tunes Show,The Looney Tunes Show,0.0,2011.0,2013.0,23.0,"Adventure,Animation,Comedy",7.8,17814.0,0.0,0.8101265822784809,0.03125,0.0256617195629177,0.3414035628021218,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,132.483,8.022,488.0,1 Seasons,1,0,,1,1516431072,151643107,10,13.0,0.7529073906184566,1,0,1,1,0,1,132.483,21.139625432691684,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.0801786
The Magic Roundabout,52,United Kingdom,2007.0,2010.0,2.0,Nickelodeon UK,CGI,2010.0,3.0,the magic roundabout,tt2436022,tvSeries,The Magic Roundabout,The Magic Roundabout,0.0,2007.0,2010.0,11.0,"Animation,Comedy",6.4,86.0,0.0,0.6329113924050632,0.03125,0.0001124123399925,0.2641301600470234,0,0.0,,,0.0,,0,0.6329113924050632,0.0,0.0,0.1265822784810126,0,0.0,,,,0,0,,1,6112047,611204,10,17.0,0.2627004775679167,1,0,1,0,0,0,0.0,15.625772463200796,0,0,3,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.023760045
The Magic School Bus Rides Again,26,Coproduction,2017.0,2018.0,2.0,Netflix,Flash,2018.0,1.0,the magic school bus rides again,tt3869122,tvSeries,The Magic School Bus Rides Again,The Magic School Bus Rides Again,0.0,2017.0,2021.0,26.0,"Adventure,Animation,Comedy",6.3,1064.0,0.0,0.6202531645569619,0.03125,0.0015218901414377,0.2594192383581442,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,17.441,6.7,22.0,1 Seasons,1,0,,1,29575830,2957583,10,7.0,0.9958185825919321,1,0,1,1,0,1,17.441,17.20246806548977,0,0,6,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.072343566
The Great North,33,United States,2021.0,,2.0,Fox,Traditional,2023.0,2.0,the great north,tt9140632,tvSeries,The Great North,The Great North,0.0,2021.0,2025.0,21.0,"Animation,Comedy,Musical",7.0,7415.0,0.0,0.7088607594936708,0.03125,0.0106748487477553,0.2971505159844071,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,121.612,6.8,66.0,1 Seasons,1,0,,1,60229914,6022991,10,3.0,2.9704650357485636,1,0,1,0,0,1,121.612,17.913679713762058,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.0033856668
The Head,14,United States,1994.0,1996.0,2.0,MTV,Traditional,1996.0,2.0,the head,tt0108799,tvSeries,The Head,The Head,0.0,1994.0,1996.0,22.0,"Action,Adventure,Animation",7.0,1472.0,0.0,0.7088607594936708,0.03125,0.0021098931506296,0.2950092770851257,0,4.0,3.52,1163.0,100.0,False,1,0.7088607594936708,0.0020597322348094,0.010064732761008,0.1454211878181313,0,0.0,,,,0,1,,1,4200749826,420074982,10,30.0,0.243168547215421,1,0,0,1,1,0,0.0,22.158528876539204,0,0,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.8056299
The High Fructose Adventures of Annoying Orange,60,United States,2012.0,2014.0,2.0,Cartoon Network,Syncro-Vox/Live Action,2014.0,2.0,the high fructose adventures of annoying orange,tt2114184,tvSeries,The High Fructose Adventures of Annoying Orange,The High Fructose Adventures of Annoying Orange,0.0,2012.0,2014.0,30.0,"Action,Adventure,Animation",2.1,3771.0,0.0,0.0886075949367088,0.03125,0.0054231748127181,0.047736331677863,0,0.0,,,0.0,,0,0.0886075949367088,0.0,0.0,0.0177215189873417,0,0.0,,,,0,0,,1,597686447,59768644,10,12.0,0.6862800536461123,1,0,0,1,1,0,0.0,20.20857683995537,0,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.12438724
The Hive,78,United Kingdom,2010.0,2016.0,2.0,"CITV, Disney Junior",CGI,2016.0,6.0,the hive,tt1715134,tvSeries,The Hive,The Hive,0.0,2010.0,2016.0,7.0,"Animation,Family",6.3,206.0,0.0,0.6202531645569619,0.03125,0.0002853544015195,0.2591101044231647,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,17.966,7.0,5.0,1 Seasons,1,0,,1,290248949,29024894,10,14.0,0.3809084852332406,1,1,0,0,0,1,17.966,19.486249560964673,0,0,2,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.027087117
The Incredible Hulk,21,United States,1996.0,1997.0,2.0,UPN,Traditional,1997.0,1.0,the incredible hulk,tt0115215,tvSeries,The Incredible Hulk,The Incredible Hulk,0.0,1996.0,1998.0,20.0,"Action,Adventure,Animation",6.7,4204.0,0.0,0.670886075949367,0.03125,0.0060472074180614,0.2808037322342622,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0,0,,1,2069779306,206977930,10,28.0,0.2980010561573946,1,0,0,1,1,0,0.0,21.450707823564063,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.14032109
The Jellies!,20,United States,2017.0,2019.0,2.0,Adult Swim,Flash,2019.0,2.0,the jellies!,tt6898698,tvSeries,The Jellies!,The Jellies!,0.0,2017.0,2019.0,11.0,"Animation,Comedy",6.3,372.0,0.0,0.6202531645569619,0.03125,0.0005245909199652,0.2591699135527761,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0,0,,1,1851657630,185165763,10,7.0,0.8459397742348308,1,0,1,0,0,0,0.0,21.339347091610016,0,0,2,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.020488543
The Jungle Book,104,India,2010.0,2020.0,2.0,"TF1, ZDF, Pakapaka, Discovery Kids",CGI,2020.0,10.0,the jungle book,tt1794595,tvSeries,The Jungle Book,The Jungle Book,0.0,2010.0,2019.0,30.0,"Adventure,Animation,Family",4.8,239.0,0.0,0.430379746835443,0.03125,0.0003329134684395,0.1831726271012871,0,1.0,4.2,35.0,0.0,True,1,0.430379746835443,0.0,0.000302893935198,0.0861516728508881,0,48.297,5.3,10.0,1 Seasons,1,0,,1,1081134457,108113445,10,14.0,0.3914742088101422,1,1,0,1,0,1,48.297,20.801276750847286,0,0,3,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.16537984
King Arthur and the Knights of Justice,26,United States,1992.0,1993.0,2.0,Syndication,Traditional,1993.0,1.0,king arthur and the knights of justice,tt0292411,tvSeries,King Arthur and the Knights of Justice,King Arthur and the Knights of Justice,0.0,1992.0,1994.0,30.0,"Adventure,Animation,Family",7.2,644.0,0.0,0.7341772151898733,0.03125,0.0009165929260932,0.3048375343074726,0,0.0,,,0.0,,0,0.7341772151898733,0.0,0.0,0.1468354430379746,0,0.0,,,,0,0,,1,3752127,375212,10,32.0,0.2021640723998679,1,1,0,1,0,0,0.0,15.137833703664937,0,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.11597201
King Arthur's Disasters,26,United Kingdom,2005.0,2006.0,2.0,CITV,Flash,2006.0,1.0,king arthur's disasters,tt0455260,tvSeries,King Arthur's Disasters,King Arthur's Disasters,0.0,2005.0,2006.0,24.0,"Adventure,Animation,Comedy",7.1,293.0,0.0,0.721518987341772,0.03125,0.0004107373961266,0.2996477792857404,0,0.0,,,0.0,,0,0.721518987341772,0.0,0.0,0.1443037974683544,0,0.0,,,,0,0,,1,776121,77612,10,19.0,0.29913577722835166,1,0,1,1,0,0,0.0,13.562065003302983,0,0,3,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0.03155575
Hanazuki: Full of Treasures,40,United States,2017.0,2019.0,2.0,"YouTube (Hasbro), Discovery Kids (Latin American)",Flash,2019.0,2.0,hanazuki: full of treasures,tt6425462,tvSeries,Hanazuki: Full of Treasures,Hanazuki: Full of Treasures,0.0,2017.0,2019.0,11.0,"Adventure,Animation,Comedy",8.0,191.0,0.0,0.8354430379746834,0.03125,0.0002637366438287,0.3451806493508306,1,0.0,,,0.0,,0,0.8354430379746834,0.0,0.0,0.1670886075949367,1,0.0,,,,0,0,,1,4878610,487861,10,7.0,0.7510707674325402,1,0,1,1,0,0,0.0,15.400371106166656,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.009473547
